bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window,CTCF (enhancer),DNase-seq (enhancer),EZH2 (enhancer),FAIRE-seq (enhancer),FOS (enhancer),GATA2 (enhancer),H2AZ (enhancer),H3K27ac (enhancer),H3K27me3 (enhancer),H3K36me3 (enhancer),H3K4me1 (enhancer),H3K4me2 (enhancer),H3K4me3 (enhancer),H3K79me2 (enhancer),H3K9ac (enhancer),H3K9me1 (enhancer),H3K9me3 (enhancer),H4K20me1 (enhancer),JUN (enhancer),MAX (enhancer),MYC (enhancer),POLR2A (enhancer),CAGE (enhancer),CTCF (promoter),DNase-seq (promoter),EZH2 (promoter),FAIRE-seq (promoter),FOS (promoter),GATA2 (promoter),H2AZ (promoter),H3K27ac (promoter),H3K27me3 (promoter),H3K36me3 (promoter),H3K4me1 (promoter),H3K4me2 (promoter),H3K4me3 (promoter),H3K79me2 (promoter),H3K9ac (promoter),H3K9me1 (promoter),H3K9me3 (promoter),H4K20me1 (promoter),JUN (promoter),MAX (promoter),MYC (promoter),POLR2A (promoter),CAGE (promoter),CTCF (window),DNase-seq (window),EZH2 (window),FAIRE-seq (window),FOS (window),GATA2 (window),H2AZ (window),H3K27ac (window),H3K27me3 (window),H3K36me3 (window),H3K4me1 (window),H3K4me2 (window),H3K4me3 (window),H3K79me2 (window),H3K9ac (window),H3K9me1 (window),H3K9me3 (window),H4K20me1 (window),JUN (window),MAX (window),MYC (window),POLR2A (window),CAGE (window)
"(495816.4, 1672258]",chr5,604585,172149529,HUVEC|chr5:172149000-172149529,172149000,1,chr5,172756590,HUVEC|chr5:172754116-172756590,172754116,172754115,172149530,chr5,HUVEC|chr5:172149530-172754115,4,6,0.0,0.022684310018903593,0.0,3.081285444234404e-05,0.0913884409406773,0.04655926678746918,0.014343780718336486,0.0,0.0,0.0,0.008868846880907373,0.005540982986767485,0.0,0.0,0.00483062381852552,0.0,0.0,0.0,0.11521338500183176,0.0,0.0,0.0,0.0,0.0,0.07396928051738076,0.0,1.9886822958771224e-05,0.00894766545334062,0.0,0.004585367825383994,0.0042063459983831845,0.0,0.0,0.004106653193209377,0.0035413581244947453,0.005594878738884397,0.0036877324171382384,0.005360282942603072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010474939369442198,0.003266905804130241,0.007385231191643855,0.001978854168808995,4.4235301901304224e-06,0.004042355560987254,0.0026863806917311983,0.0005049836995625097,0.0010818982442501888,0.0004302847242323246,0.0002899756527204612,0.0008699957160697001,0.0006472482281234235,0.0004196365440756883,0.0008489285212170332,0.0008267472563824775,2.1928049819297536e-05,1.692286444420553e-05,6.549006343194093e-05,0.0019156825267710332,0.0007910913779385276,0.0002028991548135096,0.002094442397029867,0.0018840887054756613
"(131310.8, 218794.8]",chr5,160831,172410400,HUVEC|chr5:172410263-172410400,172410263,1,chr5,172572284,HUVEC|chr5:172571233-172572284,172571233,172571232,172410401,chr5,HUVEC|chr5:172410401-172571232,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.051055547445255485,0.0,0.0,0.0,0.0,0.085737299270073,0.22938277372262772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27074044480798043,0.15509039010466222,0.0,3.0732635585157e-05,0.0,0.0,0.010744966698382494,0.023507602283539486,0.0,0.0,0.004982312083729782,0.015553701236917222,0.03243643196955281,0.004063349191246434,0.03777555661274976,0.0,0.0,0.0,0.0,0.041742811681533876,0.027818915158640628,0.028755418932469266,0.011841103710751665,0.0009614580945729206,0.004924423774023664,0.0,2.756931188639006e-06,0.0005907203612562218,0.0020501599191777623,0.0004534216662210644,0.0005282280779203014,0.0,0.0003131289987626764,0.0004597881005527541,0.0006169837282613427,0.00031681616106347656,0.0015987198363499576,0.0005706605691688791,8.243043940533853e-05,0.0,0.00020500115027575534,0.00018875834238496996,0.001450642779387189,0.0,0.0007361006579802929,0.0023572928726427154
"(495816.4, 1672258]",chr6,682415,11606600,HUVEC|chr6:11605265-11606600,11605265,1,chr6,12297166,HUVEC|chr6:12289017-12297166,12289017,12289016,11606601,chr6,HUVEC|chr6:11606601-12289016,2,2,0.0,0.02247191011235955,0.0,2.846441947565543e-05,0.01606623587014284,0.023161811076354386,0.0019407865168539324,0.030067191011235953,0.0,0.0,0.014425071161048688,0.013946861423220975,0.018691093632958802,0.0,0.030342149812734084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352059925093633,0.019501756468562274,0.020616026506319794,0.0,2.7488035341759725e-06,0.018565821790950177,0.03418487747138888,0.0004353098539698123,0.004435938151920481,0.0,0.001088490612345073,0.002925043563627439,0.0039810700699472335,0.004731061479936189,0.0026793496134495027,0.005609851515523377,0.0,0.0,0.0003573849552092281,0.012515160254455026,0.0038057383603768927,0.003394134864222604,0.13478685006944702,0.03211599214627561,0.0005842100760743602,0.003149110145585897,0.0,2.236175933999105e-06,0.0026467809543670026,0.00313287481859934,0.00027803163763985263,0.0005980836587706894,8.655007583362031e-05,0.00031503719877200824,0.0005541944271447726,0.0003984313943861141,0.0002568683279236242,0.001004127942674179,0.0005807247349486747,0.00010938490507975352,3.220349787152978e-05,0.00010716898075218159,0.0015426483484390337,0.00021503019149554274,0.0001308827431303251,0.0012183410233828288,0.0012974914091864996
"(495816.4, 1672258]",chr6,677400,11611615,HUVEC|chr6:11608200-11611615,11608200,1,chr6,12297166,HUVEC|chr6:12289017-12297166,12289017,12289016,11611616,chr6,HUVEC|chr6:11611616-12289016,1,1,0.0,0.008784773060029283,0.0,9.458272327964861e-06,0.061804553664789465,0.07080146268005212,0.0,0.021783944363103953,0.0,0.0,0.003985882869692533,0.004588673499267936,0.0055476515373352854,0.0007349780380673499,0.016751024890190338,0.0,0.0,0.0,0.02308553397951101,0.006226274322659385,0.0,0.10497129710844977,0.006581259150805271,0.019501756468562274,0.020616026506319794,0.0,2.7488035341759725e-06,0.018565821790950177,0.03418487747138888,0.0004353098539698123,0.004435938151920481,0.0,0.001088490612345073,0.002925043563627439,0.0039810700699472335,0.004731061479936189,0.0026793496134495027,0.005609851515523377,0.0,0.0,0.0003573849552092281,0.012515160254455026,0.0038057383603768927,0.003394134864222604,0.13478685006944702,0.03211599214627561,0.0005885351624804908,0.0030277531739002065,0.0,2.138175376439326e-06,0.0023231355909690897,0.0027534879782922304,0.0002762651461470328,0.0005432559196929436,8.719083259521701e-05,0.0003173695157956894,0.0005250601564806614,0.000378248066135223,0.00023080243578387955,0.0010022374963094183,0.0005005764983761439,0.00011019471508709773,3.244191024505461e-05,0.00010796238559196929,0.001437687148154699,0.00018523339432764837,0.00013185170822745912,0.0006981653525929099,0.0012246523176852745
"(305587.4, 495816.4]",chr6,427590,16332200,HUVEC|chr6:16332037-16332200,16332037,1,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,16759791,16332201,chr6,HUVEC|chr6:16332201-16759791,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03510128834355827,0.0,0.0,0.0,0.045244601226993864,0.03963411042944785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03833936575093531,0.12848420493761614,0.0,1.4839394743827979e-05,0.03718646808207669,0.007302339817105469,0.009092821874170426,0.015990183169631005,0.0,0.0,0.003632492699761083,0.011262782054685427,0.01748762675869392,0.0,0.008414924342978497,0.0,0.0,0.0,0.0054555489427238904,0.0,0.0,0.012720722481053463,0.024236631271568877,0.0016099838162669472,0.002277883018779672,0.0,2.288173250076008e-06,0.003555051810206734,0.0007584294758140674,0.00020528066605860753,0.0004527761406955262,0.0,7.441581889192919e-05,0.0006395275380621625,0.0004459173039594003,0.00025186919712809,0.0003012059215603731,0.00032869264950068994,8.232650436165486e-05,8.513997053251947e-06,8.094412872143875e-06,0.0020684820801062658,0.0001439523370760731,9.511769942939757e-05,0.0,0.0013293579363408928
"(305587.4, 495816.4]",chr6,426990,16332800,HUVEC|chr6:16332200-16332800,16332200,1,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,16759791,16332801,chr6,HUVEC|chr6:16332801-16759791,4,0,0.2717354976263333,0.09333333333333334,0.0,5.566666666666667e-05,0.0,0.04248961463470434,0.009535849999999997,0.0,0.0,0.0,0.022459533333333333,0.010767266666666666,0.00643725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037166666666666667,0.03833936575093531,0.12848420493761614,0.0,1.4839394743827979e-05,0.03718646808207669,0.007302339817105469,0.009092821874170426,0.015990183169631005,0.0,0.0,0.003632492699761083,0.011262782054685427,0.01748762675869392,0.0,0.008414924342978497,0.0,0.0,0.0,0.0054555489427238904,0.0,0.0,0.012720722481053463,0.024236631271568877,0.0012304074601788893,0.002149933253706176,0.0,2.213166584697535e-06,0.0035600473161579837,0.0006997894348404282,0.00019216948874680904,0.0004534123749970726,0.0,7.452038689430666e-05,0.0006231544298461324,0.00043141389728096666,0.0002431775919810768,0.0003016291716433639,0.0003291545235251411,8.244218834164735e-05,8.525960795334784e-06,8.105787020773321e-06,0.0020713886803734004,0.00014415461676001333,9.525135740653435e-05,0.0,0.0013260033256048207
"(305587.4, 495816.4]",chr6,426982,16332808,HUVEC|chr6:16332800-16332808,16332800,1,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,16759791,16332809,chr6,HUVEC|chr6:16332809-16759791,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76260625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03833936575093531,0.12848420493761614,0.0,1.4839394743827979e-05,0.03718646808207669,0.007302339817105469,0.009092821874170426,0.015990183169631005,0.0,0.0,0.003632492699761083,0.011262782054685427,0.01748762675869392,0.0,0.008414924342978497,0.0,0.0,0.0,0.0054555489427238904,0.0,0.0,0.012720722481053463,0.024236631271568877,0.0012304305132810843,0.002149973535184153,0.0,2.2132080509248647e-06,0.0035601140177485176,0.0006998025462022156,0.000192173089263716,0.00045342087020061746,0.0,7.452178311966312e-05,0.0006231661053627555,0.0004314219803176714,0.00024318214819360064,0.00030163482301361636,0.0003291606906145927,8.244373299108628e-05,8.526120539039116e-06,8.105938892037604e-06,0.002071427490228249,0.00014415731766294153,9.525314205052228e-05,0.0,0.0013260281698057586
"(305587.4, 495816.4]",chr6,419844,16339946,HUVEC|chr6:16337214-16339946,16337214,1,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,16759791,16339947,chr6,HUVEC|chr6:16339947-16759791,2,0,0.05453927994457614,0.04685212298682284,0.0,3.389458272327965e-05,0.05081842481152836,0.0,0.0030040043923865297,0.007494926793557833,0.0,0.0,0.007176288433382139,0.007467412152269399,0.0009964677891654465,0.0,0.0033916654465592977,0.0,0.0,0.0,0.03198623902001387,0.022530226870555673,0.014887034077238692,0.0,0.002093704245973646,0.03833936575093531,0.12848420493761614,0.0,1.4839394743827979e-05,0.03718646808207669,0.007302339817105469,0.009092821874170426,0.015990183169631005,0.0,0.0,0.003632492699761083,0.011262782054685427,0.01748762675869392,0.0,0.008414924342978497,0.0,0.0,0.0,0.0054555489427238904,0.0,0.0,0.012720722481053463,0.024236631271568877,0.0008964528934871097,0.0018340145387334343,0.0,2.0302779127485457e-06,0.003289956905281967,0.0007117002762514516,0.00017589273634969178,0.0004478740198740485,0.0,7.578876916187917e-05,0.0006046634464229572,0.0003901650374901154,0.00024083242823524925,0.0003067630834309885,0.0003126867598441326,8.38454044835701e-05,8.67107782890788e-06,8.24375244138299e-06,0.001898504796138471,0.0,0.0,0.0,0.0013322928516306112
"(218794.8, 305587.4]",chr6,235277,16524513,HUVEC|chr6:16524200-16524513,16524200,1,chr6,16763559,HUVEC|chr6:16759792-16763559,16759792,16759791,16524514,chr6,HUVEC|chr6:16524514-16759791,1,0,0.0,0.0,0.0,5.0798722044728434e-05,0.0,0.20080015461893927,0.0,0.019024824281150158,0.0,0.0,0.010563801916932907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03833936575093531,0.12848420493761614,0.0,1.4839394743827979e-05,0.03718646808207669,0.007302339817105469,0.009092821874170426,0.015990183169631005,0.0,0.0,0.003632492699761083,0.011262782054685427,0.01748762675869392,0.0,0.008414924342978497,0.0,0.0,0.0,0.0054555489427238904,0.0,0.0,0.012720722481053463,0.024236631271568877,0.00022672069094424702,0.002052899348427598,0.0,1.8595102793728244e-06,0.004834671664582102,0.0007310491554164215,0.00022854758433676052,0.0005972080143830465,0.0,0.00010765897219022683,0.0008073449168427005,0.0005860868678196338,0.0004165920595723339,0.0005474085439715737,0.0004995206926303888,8.375561572104369e-05,1.5473250678986896e-05,1.4710702703621689e-05,0.0030316644476834622,0.0,0.0,0.0,0.001475453019207149
"(218794.8, 305587.4]",chr6,290251,17832382,HUVEC|chr6:17830600-17832382,17830600,1,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,18122634,17832383,chr6,HUVEC|chr6:17832383-18122634,5,0,0.0,0.012906846240179574,0.0,2.5252525252525253e-05,0.0346068708386702,0.01713863352301313,0.0,0.016070359147025814,0.0,0.0,0.004923995510662178,0.005082373737373738,0.0,0.0,0.01074746352413019,0.0,0.0,0.0,0.08735621994910998,0.011375977907252076,0.011980834504035974,0.0,0.005070145903479237,0.5067464641771718,0.19383259911894274,0.0,4.86784140969163e-05,0.0519402926494196,0.0,0.030998017621145374,0.0,0.0,0.0,0.0,0.01896063876651982,0.01238284140969163,0.0,0.010306233480176211,0.0,0.0,0.0,0.0,0.10800026773711013,0.045445222442120486,0.0,0.011927224669603524,0.0001593985594361518,0.0025874157194979517,0.0,2.223248154183792e-06,0.0020434362789658986,0.0017700649802228018,0.00026560273694147484,0.0008407495925939962,0.00014425376656755707,0.0002697764693317163,0.0006977491894946098,0.0005297146607591362,0.00035776672604056483,0.0015782479646926277,0.00042727597837733544,7.056799115248527e-05,6.384350096985024e-05,7.350772262627864e-05,0.002330676847950522,8.2828847152559e-05,0.00015911437658690377,0.0,0.0017408420987352388
"(218794.8, 305587.4]",chr6,283992,17838641,HUVEC|chr6:17838200-17838641,17838200,1,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,18122634,17838642,chr6,HUVEC|chr6:17838642-18122634,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027688752834467117,0.0,0.0,0.00916281179138322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067464641771718,0.19383259911894274,0.0,4.86784140969163e-05,0.0519402926494196,0.0,0.030998017621145374,0.0,0.0,0.0,0.0,0.01896063876651982,0.01238284140969163,0.0,0.010306233480176211,0.0,0.0,0.0,0.0,0.10800026773711013,0.045445222442120486,0.0,0.011927224669603524,0.00016291160059051838,0.002644440688470098,0.0,2.216963858136848e-06,0.002088472292903078,0.0018090760675464395,0.0002714564494774501,0.0007584404842389927,0.0001474330262824305,0.0002422589368714612,0.0006822299219696328,0.0005413892292740642,0.0003656516732865714,0.0016130315290571562,0.0004366928645877348,7.212326403560664e-05,6.52505704386039e-05,7.512778528972648e-05,0.0023820434582470175,8.465434137186049e-05,0.00016262115453507636,0.0,0.0016914777881067123
"(218794.8, 305587.4]",chr6,283565,17839068,HUVEC|chr6:17838969-17839068,17838969,1,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,18122634,17839069,chr6,HUVEC|chr6:17839069-18122634,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12334080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067464641771718,0.19383259911894274,0.0,4.86784140969163e-05,0.0519402926494196,0.0,0.030998017621145374,0.0,0.0,0.0,0.0,0.01896063876651982,0.01238284140969163,0.0,0.010306233480176211,0.0,0.0,0.0,0.0,0.10800026773711013,0.045445222442120486,0.0,0.011927224669603524,0.00016315691737309786,0.002634316646976884,0.0,2.220302223476098e-06,0.00209161717209857,0.0018118002241977976,0.0002718652160880222,0.0007595825648440393,0.00014765503500079348,0.0002426237370620493,0.0006690072470156754,0.0005422044681113679,0.000366202281663816,0.0016154604764339743,0.0004373504487507273,7.22318692363303e-05,6.534882654770512e-05,7.52409147814434e-05,0.0023856304050023347,8.478181621454482e-05,0.00016286603395597273,0.0,0.001694024862024585
"(218794.8, 305587.4]",chr6,275233,17847400,HUVEC|chr6:17846806-17847400,17846806,1,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,18122634,17847401,chr6,HUVEC|chr6:17847401-18122634,2,0,0.0,0.0,0.0,5.117845117845118e-05,0.0,0.0,0.007263670033670033,0.05657870370370371,0.0,0.00652462962962963,0.03175340067340067,0.028579915824915834,0.004768232323232323,0.0,0.02379271043771044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005412457912457912,0.5067464641771718,0.19383259911894274,0.0,4.86784140969163e-05,0.0519402926494196,0.0,0.030998017621145374,0.0,0.0,0.0,0.0,0.01896063876651982,0.01238284140969163,0.0,0.010306233480176211,0.0,0.0,0.0,0.0,0.10800026773711013,0.045445222442120486,0.0,0.011927224669603524,0.00016809609049388155,0.0025323998212423656,0.0,2.2875163951997024e-06,0.002154935721392896,0.0018666480057792797,0.00028009526473932997,0.0007382119513285108,0.0001521249268801343,0.00021855507878779074,0.0006592275272223896,0.0005586183706168957,0.0003772881522201189,0.0016643645565757009,0.00045059015452362177,7.441851086170627e-05,6.73271010380296e-05,7.751864783656029e-05,0.002457849479511857,8.73483765205386e-05,0.0001677964012989918,0.0,0.0017152418496328614
"(218794.8, 305587.4]",chr6,273805,17848828,HUVEC|chr6:17848600-17848828,17848600,1,chr6,18123089,HUVEC|chr6:18122635-18123089,18122635,18122634,17848829,chr6,HUVEC|chr6:17848829-18122634,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14740241228070178,0.0,0.018179912280701753,0.0827259649122807,0.07445820175438599,0.0,0.0,0.06198627192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.5067464641771718,0.19383259911894274,0.0,4.86784140969163e-05,0.0519402926494196,0.0,0.030998017621145374,0.0,0.0,0.0,0.0,0.01896063876651982,0.01238284140969163,0.0,0.010306233480176211,0.0,0.0,0.0,0.0,0.10800026773711013,0.045445222442120486,0.0,0.011927224669603524,0.00016897277724987672,0.0024396924818757874,0.0,2.1884187651795975e-06,0.002014329927939318,0.001584260413373171,0.00025410186081335263,0.0007420620149376382,0.0001529183177809025,0.00021969492887273794,0.0006626656562151895,0.0004995297383174157,0.00031993667025803033,0.0016730448676978138,0.00040132360621610263,7.480663245740583e-05,6.767823816219573e-05,7.792293785723417e-05,0.0022945776674746024,8.780393241495736e-05,9.948627745814944e-05,0.0,0.0017084281148992944
"[33835, 131310.8]",chr6,98207,26057673,HUVEC|chr6:26057000-26057673,26057000,1,chr6,26159810,HUVEC|chr6:26155882-26159810,26155882,26155881,26057674,chr6,HUVEC|chr6:26057674-26155881,2,2,0.0,0.014858841010401188,0.0,0.0,0.0,0.0,0.008542644873699852,0.046206151560178314,0.0,0.0,0.007583759286775631,0.013933670133729568,0.020964725111441308,0.0,0.0393484249628529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016344725111441308,0.0,0.05371690427698574,0.0,2.3268839103869655e-05,0.0,0.0,0.005108299389002036,0.005006812627291243,0.0,0.0,0.0026224567209775966,0.0072111608961303465,0.009246672606924645,0.0,0.007881191446028512,0.0,0.0,0.0,0.0,0.0,0.0,0.12216103370621455,0.012520560081466396,0.0038586559199259574,0.0026678342684330037,0.0,3.6535073874571073e-06,0.0008173999072034,0.0010853150157348558,0.0005859965175598481,0.0010651817080248864,0.0014759821601311514,0.0,0.0006441701711690614,0.0007655513354445202,0.0008772295253902471,8.738725345443808e-05,0.000982475587279929,3.3186432739010455e-05,0.0,0.0,0.0009416084749874756,0.0,0.0,0.005835685223826213,0.0012348278635942443
"[33835, 131310.8]",chr6,89307,26066573,HUVEC|chr6:26066475-26066573,26066475,1,chr6,26159810,HUVEC|chr6:26155882-26159810,26155882,26155881,26066574,chr6,HUVEC|chr6:26066574-26155881,1,2,0.0,0.0,0.0,0.0002642857142857143,0.0,0.0,0.04243734693877551,0.04070387755102041,0.0,0.0,0.04019326530612245,0.029709999999999997,0.0,0.0,0.034485714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05371690427698574,0.0,2.3268839103869655e-05,0.0,0.0,0.005108299389002036,0.005006812627291243,0.0,0.0,0.0026224567209775966,0.0072111608961303465,0.009246672606924645,0.0,0.007881191446028512,0.0,0.0,0.0,0.0,0.0,0.0,0.12216103370621455,0.012520560081466396,0.001520983137068034,0.0024634127224069783,0.0,3.1498090855140136e-06,0.0008988589101271378,0.0011934734315369791,0.0006443947282967742,0.0008231332370362905,0.0014622395780845845,0.0,0.0006512160300984245,0.0008418433045561937,0.0009646509232199044,9.609593872820721e-05,0.0010803854121177508,3.6493667909570354e-05,0.0,0.0,0.0010354456369948046,0.0,0.0,0.006417247682447075,0.0013454011443671822
"(131310.8, 218794.8]",chr6,206807,26330545,HUVEC|chr6:26330400-26330545,26330400,1,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,26537353,26330546,chr6,HUVEC|chr6:26330546-26537353,5,7,0.0,0.0,0.0,0.0,0.0,0.3059952185386717,0.0,0.0,0.0,0.0,0.0,0.1830484827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774419859686994,0.0,1.8672423097679437e-05,0.0,0.01119102635945278,0.01742505126821371,0.018761775499190503,0.0,0.0,0.008536573124662708,0.012120863464651917,0.03631432811656772,0.002018623853211009,0.03253005396654074,0.0,0.0,0.0,0.0,0.03804633868512542,0.0,0.0,0.01579528332433891,0.0012774483557254522,0.00566711958492701,0.00039308901421594873,3.855768905307847e-06,0.0013748523815947005,0.0011047398989103621,0.001295528342851064,0.0008432926351622527,0.000691467890351874,0.00036062318973729133,0.000978954774258125,0.0013737492444646456,0.0016650105654063936,0.00021213986954019936,0.0010809886996088138,1.866609930998467e-05,0.0,0.0,0.00048375558778282794,0.0005778516750960369,9.143782227746353e-05,0.0004960285264336633,0.0030541815315729237
"(131310.8, 218794.8]",chr6,206552,26330800,HUVEC|chr6:26330637-26330800,26330637,1,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,26537353,26330801,chr6,HUVEC|chr6:26330801-26537353,4,7,0.0,0.06134969325153374,0.0,0.0,0.0,0.2722043355098613,0.0,0.0,0.0,0.0,0.03172,0.16283453987730062,0.2375385889570553,0.0,0.053918343558282206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774419859686994,0.0,1.8672423097679437e-05,0.0,0.01119102635945278,0.01742505126821371,0.018761775499190503,0.0,0.0,0.008536573124662708,0.012120863464651917,0.03631432811656772,0.002018623853211009,0.03253005396654074,0.0,0.0,0.0,0.0,0.03804633868512542,0.0,0.0,0.01579528332433891,0.0012790254371902166,0.005625702002401332,0.0003935743045962165,3.860529067740811e-06,0.00137654971377888,0.0008912943839122733,0.001297127745071459,0.0008443337271001975,0.0006923215461481855,0.0003610683992408692,0.0009801633486966966,0.0013754452147643208,0.001667066114102018,0.00021240176807777223,0.0010823232406367402,1.8689143653898293e-05,0.0,0.0,0.00048435281112070225,0.0005785650653181093,9.15507073847525e-05,0.0004966409014009383,0.003057952089546466
"(131310.8, 218794.8]",chr6,204352,26333000,HUVEC|chr6:26331800-26333000,26331800,1,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,26537353,26333001,chr6,HUVEC|chr6:26333001-26537353,3,7,0.0,0.010833333333333334,0.0,1.2916666666666666e-05,0.0,0.0,0.01705155833333333,0.0,0.006570416666666667,0.0,0.011989108333333333,0.022118358333333334,0.03226565833333334,0.0,0.007323908333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774419859686994,0.0,1.8672423097679437e-05,0.0,0.01119102635945278,0.01742505126821371,0.018761775499190503,0.0,0.0,0.008536573124662708,0.012120863464651917,0.03631432811656772,0.002018623853211009,0.03253005396654074,0.0,0.0,0.0,0.0,0.03804633868512542,0.0,0.0,0.01579528332433891,0.0012927950893679221,0.005622651111807078,0.00039781142226627444,3.826240995928594e-06,0.0013913692867231799,0.0009008898253300573,0.0012637808780927027,0.000837649692687128,0.0006817580938772314,0.00036495556686501725,0.0009245123610241155,0.0013902528969621044,0.0016850133103664267,0.0002146884297682431,0.0010509676440651425,1.889034606952709e-05,0.0,0.0,0.0004895672263672648,0.0005847937449674391,9.25363182730553e-05,0.0005019876070024594,0.0030908731991857266
"(131310.8, 218794.8]",chr6,200352,26337000,HUVEC|chr6:26336947-26337000,26336947,1,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,26537353,26337001,chr6,HUVEC|chr6:26337001-26537353,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.09719735849056604,0.0,0.0,0.0,0.1248966037735849,0.1073511320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774419859686994,0.0,1.8672423097679437e-05,0.0,0.01119102635945278,0.01742505126821371,0.018761775499190503,0.0,0.0,0.008536573124662708,0.012120863464651917,0.03631432811656772,0.002018623853211009,0.03253005396654074,0.0,0.0,0.0,0.0,0.03804633868512542,0.0,0.0,0.01579528332433891,0.0013186055647186631,0.005734906564446574,0.00040575367235145003,3.902631368790928e-06,0.0011215625492889355,0.0009188759662286769,0.0012351384563168823,0.0008543732530745887,0.0006743925690784219,0.000372241854336368,0.0009128803805302669,0.0012855321134802747,0.0015254005450407284,0.00021897465460789017,0.0010719500678805303,1.9267489218974603e-05,0.0,0.0,0.0004993413684046243,0.0005964690712924559,9.438379308285118e-05,0.0005120097202232401,0.0031525820555821835
"(131310.8, 218794.8]",chr6,200281,26337071,HUVEC|chr6:26337000-26337071,26337000,1,chr6,26539207,HUVEC|chr6:26537354-26539207,26537354,26537353,26337072,chr6,HUVEC|chr6:26337072-26537353,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.07255577464788733,0.0,0.0,0.0,0.09323267605633802,0.08013535211267606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774419859686994,0.0,1.8672423097679437e-05,0.0,0.01119102635945278,0.01742505126821371,0.018761775499190503,0.0,0.0,0.008536573124662708,0.012120863464651917,0.03631432811656772,0.002018623853211009,0.03253005396654074,0.0,0.0,0.0,0.0,0.03804633868512542,0.0,0.0,0.01579528332433891,0.0013190730129294022,0.005736939599862194,0.0004058975128092915,3.9040148591229325e-06,0.001121960145371437,0.0009192017095273535,0.0012098551535093195,0.0008546761300372975,0.0006746316425422281,0.0003723738147902198,0.0009132039983822731,0.00128598783708889,0.0015259413024700296,0.00021905228154443012,0.0010723300762428788,1.927431958098871e-05,0.0,0.0,0.0004995183858808539,0.0005966805207263101,9.441725231916856e-05,0.0005121912286545733,0.0031536996519889635
