bin,enhancer_chrom,enhancer_distance_to_promoter,enhancer_end,enhancer_name,enhancer_start,label,promoter_chrom,promoter_end,promoter_name,promoter_start,window_end,window_start,window_chrom,window_name,interactions_in_window,active_promoters_in_window,CTCF (enhancer),DNase-seq (enhancer),EZH2 (enhancer),FAIRE-seq (enhancer),GRHL3 (enhancer),H2AZ (enhancer),H3K27ac (enhancer),H3K27me3 (enhancer),H3K36me3 (enhancer),H3K4me1 (enhancer),H3K4me2 (enhancer),H3K4me3 (enhancer),H3K79me2 (enhancer),H3K9ac (enhancer),H3K9me1 (enhancer),H3K9me3 (enhancer),H4K20me1 (enhancer),POLR2A (enhancer),WDR5 (enhancer),CAGE (enhancer),CTCF (promoter),DNase-seq (promoter),EZH2 (promoter),FAIRE-seq (promoter),GRHL3 (promoter),H2AZ (promoter),H3K27ac (promoter),H3K27me3 (promoter),H3K36me3 (promoter),H3K4me1 (promoter),H3K4me2 (promoter),H3K4me3 (promoter),H3K79me2 (promoter),H3K9ac (promoter),H3K9me1 (promoter),H3K9me3 (promoter),H4K20me1 (promoter),POLR2A (promoter),WDR5 (promoter),CAGE (promoter),CTCF (window),DNase-seq (window),EZH2 (window),FAIRE-seq (window),GRHL3 (window),H2AZ (window),H3K27ac (window),H3K27me3 (window),H3K36me3 (window),H3K4me1 (window),H3K4me2 (window),H3K4me3 (window),H3K79me2 (window),H3K9ac (window),H3K9me1 (window),H3K9me3 (window),H4K20me1 (window),POLR2A (window),WDR5 (window),CAGE (window)
"(119798, 169998]",chr6,144998,136968400,NHEK|chr6:136968200-136968400,136968200,1,chr6,137113800,NHEK|chr6:137113400-137113800,137113400,137113399,136968401,chr6,NHEK|chr6:136968401-137113399,2,0,0.0,0.0,0.0,7.400000000000001e-05,0.0,0.05571424999999999,0.0,0.0,0.0,0.0340915,0.0721424,0.03779915000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15285656766886402,0.036106525,0.0,0.0,0.0,0.08702757500000001,0.059520025,0.0,0.0,0.0,0.04223567500000001,0.0955905,0.0,0.14279987500000002,0.0,0.0,0.0,0.0,0.011157775000000002,0.033354825,0.00022589901219772894,0.0011145034414267786,0.0,2.0634767376101738e-06,0.0,0.0005539186747403413,0.0005982528034869446,0.0,0.0002376950026896923,0.001155367315411247,0.0010199424819652683,0.0005085130139726065,0.0005939595028896951,0.0005481709402888316,5.615767114029159e-05,0.0,3.177726589332266e-05,0.0,3.078049352404861e-05,0.00032083201147602023
"(119798, 169998]",chr6,144798,136968600,NHEK|chr6:136968400-136968600,136968400,1,chr6,137113800,NHEK|chr6:137113400-137113800,137113400,137113399,136968601,chr6,NHEK|chr6:136968601-137113399,1,0,0.0,0.0,0.0,7.400000000000001e-05,0.0,0.05571424999999999,0.0,0.0,0.0,0.0340915,0.0721424,0.03779915000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15285656766886402,0.036106525,0.0,0.0,0.0,0.08702757500000001,0.059520025,0.0,0.0,0.0,0.04223567500000001,0.0955905,0.0,0.14279987500000002,0.0,0.0,0.0,0.0,0.011157775000000002,0.033354825,0.00022621103171760866,0.0011160428320833163,0.0,1.9641155264575475e-06,0.0,0.0005546837663503641,0.0005990791309272227,0.0,0.0002380233152391608,0.0011569631486622743,0.001021351261757759,0.0005092153897153276,0.0005947799002748656,0.0005489280929294603,5.623523805577425e-05,0.0,3.182115775079766e-05,0.0,3.0823008605091235e-05,0.0003212751557341951
"(119798, 169998]",chr6,160998,138027000,NHEK|chr6:138026800-138027000,138026800,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138027001,chr6,NHEK|chr6:138027001-138187999,12,0,0.0,0.0,0.0,0.0,0.0,0.022655400000000003,0.0,0.0,0.0,0.019590700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.016748350000000002,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0019220715841188661,0.0032563159790804856,0.0,4.277692890594914e-06,0.0,0.0012805616839960743,0.002419315767897738,0.0,8.387514130610319e-05,0.0016678715884669377,0.0012851559646703684,0.0005431673064261669,0.0,0.0013223681039516023,2.390737773140039e-05,6.677381085479323e-05,2.080566218213891e-05,0.00034502492900235533,1.9531050075156214e-05,0.0018527709039863876
"(119798, 169998]",chr6,159398,138028600,NHEK|chr6:138028400-138028600,138028400,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138028601,chr6,NHEK|chr6:138028601-138187999,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06196005,0.0,0.0,0.042536050000000006,0.0483768,0.0,0.0,0.047989699999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0019413648910272978,0.0032890021204782997,0.0,4.320631375550509e-06,0.0,0.0012934156639355576,0.0024436002961141295,0.0,8.471706043990515e-05,0.0016846132950225224,0.0012980560609292461,0.0005486194933437057,0.0,0.0013356417269978296,2.4147354421009045e-05,6.744407081644689e-05,0.0,0.00034848820888292955,1.9727098207003852e-05,0.0018535515502076587
"(119798, 169998]",chr6,159198,138028800,NHEK|chr6:138028600-138028800,138028600,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138028801,chr6,NHEK|chr6:138028801-138187999,10,0,0.0,0.0254874,0.0,0.0,0.0,0.03679475,0.06196005,0.0,0.0,0.042536050000000006,0.0483768,0.0,0.0,0.047989699999999996,0.0,0.0,0.0,0.0,0.0,0.0058,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0019438038222840063,0.0032931340845990527,0.0,4.326059372605184e-06,0.0,0.001295040578399226,0.0024466701842987978,0.0,8.482349024485233e-05,0.0016867296699707285,0.0012996868051106168,0.0005493087224713879,0.0,0.001337319689945854,2.4177690674505963e-05,6.752880061307304e-05,0.0,0.00034892601364037995,1.9751881305041522e-05,0.0018485936381110338
"(119798, 169998]",chr6,158198,138029800,NHEK|chr6:138028800-138029800,138028800,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138029801,chr6,NHEK|chr6:138029801-138187999,9,0,0.12731022812885,0.01662403,0.0,2.04e-05,0.0,0.010817479999999999,0.01239201,0.0,0.0,0.008507210000000001,0.00967536,0.00583598,0.0,0.00959794,0.0,0.0,0.0,0.0,0.0,0.006815000000000001,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0011513385300137753,0.003208866926256968,0.0,4.224452900795207e-06,0.0,0.0012348474064147457,0.002462136057345858,0.0,8.535967584925221e-05,0.001697391812791565,0.0012467425631171062,0.0005158906560133504,0.0,0.0012851027193769833,2.433052250976624e-05,6.79556631562978e-05,0.0,0.0003511316421163428,1.9876736747620072e-05,0.001817200027813249
"(119798, 169998]",chr6,157398,138030600,NHEK|chr6:138030000-138030600,138030000,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138030601,chr6,NHEK|chr6:138030601-138187999,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057887400000000006,0.0,0.0,0.018700150000000002,0.008076316666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0011571903885126827,0.0032251764952540684,0.0,4.245924344654952e-06,0.0,0.001241123711864191,0.0023959198337971262,0.0,8.579352977801498e-05,0.0016519700377387262,0.0012530793275645179,0.0005185127511150078,0.0,0.0012916344553298008,2.4454186203128376e-05,6.830105846325875e-05,0.0,0.0003529163237113636,1.9977763376917114e-05,0.0018264362317183215
"(119798, 169998]",chr6,156998,138031000,NHEK|chr6:138030600-138031000,138030600,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138031001,chr6,NHEK|chr6:138031001-138187999,7,0,0.0,0.01987175,0.0,0.0,0.0,0.008172475,0.055851075,0.0,0.0,0.028050225,0.012114475,0.0,0.0,0.016125125,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0011601386818374708,0.003233393610109682,0.0,4.256742124103492e-06,0.0,0.0012234639931718873,0.0024020241659129422,0.0,8.601211480401025e-05,0.0016561789322156973,0.0012254066293838136,0.0005198338195391024,0.0,0.001294925285672429,2.4516490655931924e-05,6.847507611561931e-05,0.0,0.00035381548503497627,2.002866278551319e-05,0.001831089631715056
"(119798, 169998]",chr6,156198,138031800,NHEK|chr6:138031000-138031800,138031000,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138031801,chr6,NHEK|chr6:138031801-138187999,6,0,0.0,0.009935875,0.0,0.0,0.0,0.0050361,0.0279255375,0.0,0.0,0.0140251125,0.0086143875,0.0,0.0,0.013204312499999999,0.0,0.0,0.0,0.0,0.0,0.003525,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0011660805693486423,0.0031990654809920735,0.0,4.278543899409724e-06,0.0,0.0012039367981664295,0.0024143266239004344,0.0,8.645264343973675e-05,0.0016646613913110285,0.0011875624527842865,0.000522496254753582,0.0,0.0012602634476753865,2.464205687652851e-05,6.882578522132166e-05,0.0,0.00035562762339800256,2.0131243677896005e-05,0.001822413923353694
"(119798, 169998]",chr6,149598,138038400,NHEK|chr6:138038200-138038400,138038200,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138038401,chr6,NHEK|chr6:138038401-138187999,5,0,0.0,0.014194100000000001,0.0,0.00015900000000000002,0.0,0.0476385,0.0849071,0.0,0.0,0.03847035,0.03713069999999999,0.0,0.0,0.03225025,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.001217525988122296,0.003321226286447679,0.0,4.467305712643218e-06,0.0,0.0012570523670102538,0.002371506036176954,0.0,9.02667816414658e-05,0.0016631017125897408,0.0012399556143798712,0.0005455478682870092,0.0,0.001288367692081445,2.572922097889009e-05,7.186225751681173e-05,0.0,0.00037131728712630653,2.1019398655062232e-05,0.0018949278065214796
"(119798, 169998]",chr6,148598,138039400,NHEK|chr6:138038400-138039400,138038400,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138039401,chr6,NHEK|chr6:138039401-138187999,4,0,0.0,0.030659280000000004,0.0,3.18e-05,0.0,0.01441235,0.01698142,0.0,0.0,0.00769407,0.007426139999999999,0.00377992,0.0,0.00645005,0.0,0.0,0.0,0.0,0.0,0.00466,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0012257194092189616,0.0031372530585875983,0.0,4.283368551393694e-06,0.0,0.0012013945005989312,0.0023874652417932947,0.0,9.087423787668745e-05,0.001674293664786875,0.0011983252802864105,0.0005237819486130366,0.0,0.0012970378470773497,2.5902367461204054e-05,7.234585929824089e-05,0.0,0.00037381609119585194,2.116085007873592e-05,0.0018763200716025807
"(119798, 169998]",chr6,138798,138049200,NHEK|chr6:138049000-138049200,138049000,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138049201,chr6,NHEK|chr6:138049201-138187999,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09053570000000001,0.0,0.0,0.0525718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0013122628047314748,0.003286306070692661,0.0,4.482773526996067e-06,0.0,0.0012277781380135159,0.0024336888139598555,0.0,9.729052291819767e-05,0.0017370756062767478,0.0012829344803239242,0.00056076420409516,0.0,0.0013421459963400052,2.7731235320393667e-05,7.745392584907563e-05,0.0,0.0004002098266511132,2.265493739102869e-05,0.0019832952203922265
"(119798, 169998]",chr6,138398,138049600,NHEK|chr6:138049400-138049600,138049400,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138049601,chr6,NHEK|chr6:138049601-138187999,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09053570000000001,0.0,0.0,0.0525718,0.0351298,0.0,0.0,0.04033435,0.0,0.0,0.0,0.0,0.0,0.0,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0013160555266052924,0.0032958042023728666,0.0,4.495729707076692e-06,0.0,0.0012313266810214019,0.002440722698304889,0.0,9.757171346406741e-05,0.0017420961285567712,0.001286642437029437,0.0005623849333082849,0.0,0.0013460250870677324,2.781138455758031e-05,7.767778436104569e-05,0.0,0.00040136651916589263,2.2720415034899348e-05,0.0019890273703377236
"(119798, 169998]",chr6,136998,138051000,NHEK|chr6:138049600-138051000,138049600,1,chr6,138188400,NHEK|chr6:138188000-138188400,138188000,138187999,138051001,chr6,NHEK|chr6:138051001-138187999,1,0,0.0,0.012166378571428571,0.0,1.5214285714285713e-05,0.0,0.003971671428571429,0.012933671428571429,0.0,0.0,0.007510257142857143,0.0050185428571428575,0.004531192857142857,0.0,0.0057620499999999995,0.0,0.0,0.0,0.0,0.0,0.0041571428571428575,0.14485881455005126,0.07936642499999999,0.0,0.0,0.0,0.01105715,0.1682703,0.0,0.0,0.0,0.046166275,0.11338295000000001,0.0,0.22488657499999998,0.0,0.0,0.0,0.0,0.008493950000000002,0.06546924999999999,0.0013295044655478126,0.003205154673790858,0.0,4.386195418911225e-06,0.0,0.001203322749237215,0.002465664754229989,0.0,9.856881122352151e-05,0.0017598988306398635,0.0012997907998656916,0.0005218271799588316,0.0,0.00135978028876334,2.8095592636388854e-05,7.847158352676682e-05,0.0,0.00040546813471380026,2.295259784814377e-05,0.0019668711222061656
"(350398, 1910998]",chr6,362998,138731400,NHEK|chr6:138731200-138731400,138731200,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138731401,chr6,NHEK|chr6:138731401-139094399,8,0,0.0,0.014194100000000001,0.0,0.0,0.0,0.0,0.032528650000000006,0.0,0.038877949999999994,0.05004325,0.0166615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0023902818785770173,0.0021520173113901476,0.0,3.001118463462609e-06,1.3864732037091116e-05,0.00030673224094898596,0.0012845702455660914,1.8587788362470317e-05,0.0014351049868043348,0.001220588240155593,0.0009703709937795799,0.0006207727039818402,0.004078891674334293,0.000758148033873465,0.00034403679910082147,4.4531071796538825e-05,0.0005739238232717533,7.634753634417791e-05,9.377996572983872e-05,0.0014599283742610192
"(350398, 1910998]",chr6,362598,138731800,NHEK|chr6:138731400-138731800,138731400,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138731801,chr6,NHEK|chr6:138731801-139094399,7,0,0.0,0.030857675,0.0,0.0,0.0,0.0,0.04176035000000001,0.0,0.0,0.025021625,0.00833075,0.0,0.0,0.018344825,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0023929187181388205,0.002120350663820541,0.0,3.0044291474304883e-06,1.3880026916861099e-05,0.00030707061263437747,0.0012680453284353473,1.860829348203796e-05,0.0014366881229350408,0.0012219347321275901,0.000962251391347994,0.0006214575094181436,0.004083391303868195,0.0007589843849111138,0.00034441632331121515,4.4580196250392995e-05,0.0005745569473631954,7.643175913232807e-05,9.388341910324932e-05,0.0014583397591823493
"(350398, 1910998]",chr6,361398,138733000,NHEK|chr6:138731800-138733000,138731800,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138733001,chr6,NHEK|chr6:138733001-139094399,6,0,0.0,0.017320175,0.0,2.8416666666666672e-05,0.0,0.0,0.016318966666666667,0.0,0.0026110916666666666,0.014696149999999998,0.012457983333333334,0.003477508333333333,0.0,0.009133975,0.002495775,0.0,0.004306058333333334,0.0,0.0,0.0019666666666666665,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0024008642586835017,0.0020698805748786673,0.0,2.9200493638592366e-06,1.3926114699029881e-05,0.0003080902218606633,0.001244036463953868,1.867008118473262e-05,0.0014327885876512874,0.0011982978323067642,0.0009240805151107641,0.0006119741669848754,0.0040969499554507766,0.0007311757397661304,0.0003372728681398347,4.472822207095778e-05,0.0005621667247743483,7.66855461232876e-05,9.419515326592842e-05,0.0014566518907132896
"(169998, 251399]",chr6,183998,138910400,NHEK|chr6:138910200-138910400,138910200,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138910401,chr6,NHEK|chr6:138910401-139094399,5,0,0.97942395153419,0.04542115,0.0,8.85e-05,0.0,0.0,0.0,0.0,0.0,0.023561000000000002,0.02725675,0.0,0.04006875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0016248500520371846,0.0017752401113055583,0.0,2.5130707942477633e-06,1.397585843324384e-05,0.0003874332873183405,0.0015291210230545984,3.667067033337319e-05,0.0006689601517407799,0.0011320075218208896,0.0010243064055044076,0.0007315763214817552,0.0041138055848433126,0.0010870685550929903,0.00021084723746997251,4.297030402504375e-05,0.0003773846454852771,0.00015062121869728961,4.1615615387123774e-05,0.0009424713855585388
"(169998, 251399]",chr6,181998,138912400,NHEK|chr6:138912000-138912400,138912000,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138912401,chr6,NHEK|chr6:138912401-139094399,4,0,0.376233141055895,0.028388225,0.0,3.875e-05,0.0,0.0,0.01023425,0.0,0.0,0.0,0.007581,0.0,0.0363747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0008158106322727716,0.0017323560698469214,0.0,2.4555214892471345e-06,1.4129440982867945e-05,0.0003916908427565139,0.0015234316311168255,3.707364916097979e-05,0.00067631144298289,0.0010990803195639516,0.0009889481203090144,0.0007396157100627479,0.0040679095374674444,0.0010990144946647767,0.00021316426554137958,4.344251035725667e-05,0.00035835124561808373,0.00015227641511370395,2.4522851899471423e-05,0.0009272236508093497
"(169998, 251399]",chr6,178398,138916000,NHEK|chr6:138915600-138916000,138915600,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138916001,chr6,NHEK|chr6:138916001-139094399,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07337385,0.0,0.0,0.025803475,0.07907615,0.0,0.009885225,0.06756735000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0008322733632236903,0.0016282449915357797,0.0,2.357649749436653e-06,1.4414567427885963e-05,0.00034340390587338427,0.0015361345979215014,3.782178051323445e-05,0.0006899591363131875,0.0011054067870716043,0.0008316019237883831,0.0006486003206313972,0.0039902633998139,0.0009696941669749661,0.000217465834818776,4.4319162770883076e-05,0.0003655826298501105,0.00015534929202044807,2.5017713203062815e-05,0.0009328179127568697
"(169998, 251399]",chr6,178198,138916200,NHEK|chr6:138916000-138916200,138916000,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138916201,chr6,NHEK|chr6:138916201-139094399,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467477,0.0,0.0,0.05160695,0.0,0.0,0.0277633,0.0189778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.0008332074627794919,0.001630072447502217,0.0,2.3602958506829483e-06,1.4430745575146747e-05,0.00034378932423483993,0.0015378586740591926,3.786422967710075e-05,0.0006907335099159363,0.0011066474371205068,0.0008325352697561138,0.000649328275289285,0.003994741860178005,0.0009707825003647628,0.0002177099069574294,4.436890425257298e-05,0.000365992940437042,0.00015552364784040165,2.5045791759727945e-05,0.0009338648581914503
"(169998, 251399]",chr6,177798,138916600,NHEK|chr6:138916200-138916600,138916200,1,chr6,139095000,NHEK|chr6:139094400-139095000,139094400,139094399,138916601,chr6,NHEK|chr6:138916601-139094399,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07337385,0.0,0.0,0.034106225,0.0,0.0,0.037517425,0.0094889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028388216666666667,0.0,4.166666666666667e-05,0.0,0.025314133333333332,0.04434751666666666,0.0,0.0,0.0,0.07421716666666667,0.05805133333333334,0.0,0.043437,0.0,0.0,0.0,0.0,0.0,0.04095833333333333,0.000835081966345965,0.0016337396933598805,0.0,2.365605912327473e-06,1.4463211059741955e-05,0.0003445627622357957,0.0013762460770087401,3.794941450410016e-05,0.0006922874835487465,0.001051085895229418,0.0008344082610603043,0.0006507890977401321,0.003972498847006153,0.0009516189158483223,0.00021819969853429175,4.4468722932766393e-05,0.000366816330892361,0.00015587353624823617,2.5102138381759076e-05,0.0009359658151385283
"(169998, 251399]",chr6,232398,163602200,NHEK|chr6:163602000-163602200,163602000,1,chr6,163836000,NHEK|chr6:163834600-163836000,163834600,163834599,163602201,chr6,NHEK|chr6:163602201-163834599,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012032535714285714,0.0,0.0,0.0,0.010900235714285713,0.02657026428571429,0.0,0.0,0.0,0.018178128571428573,0.028159207142857145,0.0,0.03631181428571428,0.0,0.0,0.0,0.0,0.00713392142857143,0.02112297142857143,0.0003532599885177316,0.0010866435597552473,0.0,8.571502336508922e-07,2.463054759507397e-05,0.0005241014552620936,0.00041685784731366023,0.0003902898045594197,0.0,0.00045329000249571855,0.00048536325613817674,0.0003365908054286181,1.5311835730083735e-05,0.00043691610943295557,1.4577190853621806e-05,0.00012450761194158298,0.0,0.0,0.0003535369065138254,8.818922710178228e-05
"(169998, 251399]",chr6,231598,163603000,NHEK|chr6:163602200-163603000,163602200,1,chr6,163836000,NHEK|chr6:163834600-163836000,163834600,163834599,163603001,chr6,NHEK|chr6:163603001-163834599,1,0,0.10262114351442975,0.0049006375,0.0,0.0,0.0,0.0040843125,0.0,0.0,0.0,0.0,0.0100046,0.007847637499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012032535714285714,0.0,0.0,0.0,0.010900235714285713,0.02657026428571429,0.0,0.0,0.0,0.018178128571428573,0.028159207142857145,0.0,0.03631181428571428,0.0,0.0,0.0,0.0,0.00713392142857143,0.02112297142857143,0.0,0.0010734690282299501,0.0,8.601110544996072e-07,2.471562794151936e-05,0.0005118035561619703,0.0004182977832278345,0.00039163796751267286,0.0,0.0004548557845922676,0.00048703982763236296,0.0003190103109698702,1.536472681111236e-05,0.0004384253318249726,1.4627544279311566e-05,0.00012493769376246773,0.0,0.0,0.0003547581153550548,8.849385573277833e-05
"(169998, 251399]",chr7,200598,565600,NHEK|chr7:565400-565600,565400,1,chr7,766800,NHEK|chr7:766200-766800,766200,766199,565601,chr7,NHEK|chr7:565601-766199,5,0,0.0,0.0197538,0.0,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.03669759999999999,0.017851600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169494,0.0,0.0,0.013215683333333336,0.0,0.0,0.0,0.009395216666666666,0.019662,0.0,0.0,0.007923366666666666,0.03530585,0.024988983333333332,0.0,0.028628466666666668,0.0,0.0,0.0,0.0,0.007676833333333332,0.03265086666666666,0.0002507672831181841,0.0009013255864963756,0.0,7.816628281438498e-07,0.0002685325377122404,0.00015609263302724852,0.000402504411808692,0.00023687858303672016,0.0005546967068465289,0.0004934124467841155,0.0005580423533634432,0.00025651656546924693,2.9674124368139262e-05,0.0004856977138356315,1.7077637862790256e-05,0.0005284679807375946,0.0001488649936689299,0.0,0.0012343434630454938,0.0009548045344420184
"(169998, 251399]",chr7,200398,565800,NHEK|chr7:565600-565800,565600,1,chr7,766800,NHEK|chr7:766200-766800,766200,766199,565801,chr7,NHEK|chr7:565801-766199,4,0,0.0,0.0197538,0.0,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.03669759999999999,0.017851600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013215683333333336,0.0,0.0,0.0,0.009395216666666666,0.019662,0.0,0.0,0.007923366666666666,0.03530585,0.024988983333333332,0.0,0.028628466666666668,0.0,0.0,0.0,0.0,0.007676833333333332,0.03265086666666666,0.0002510175523655001,0.0008825105539975448,0.0,7.06593878182417e-07,0.0002688005369315063,0.00015624841565285081,0.00040290611682751323,0.00023711499116757647,0.0005552503018992205,0.0004939048792902125,0.0005585992874180381,0.00025677257258056467,2.9703739558279024e-05,0.0004861824469306081,1.709468158364854e-05,0.0005289953991556801,0.0001490135630096109,0.0,0.0012355753550434634,0.0009557574426890488
